Genes	CTRL_1	CTRL_2	IFNG_1	IFNG_2	POMALYST_1	POMALYST_2	POMIFNG_1	POMIFNG_2
CTAGE9	0	0	0	0	0	0	0	0
CTBP1	34.6918	41.8767	38.8986	41.185	32.9319	38.3371	37.0292	35.1253
CTBP1-AS1	2.83106	2.34013	2.37413	2.90445	1.71078	2.63912	2.48032	2.19927
CTBP2	29.4264	31.6832	23.2687	20.7881	24.3359	25.5464	24.6387	24.1493
CTBS	2.32803	2.54768	1.96668	2.35266	2.65098	1.96164	2.34828	2.51878
CTC1	1.16261	1.05065	1.13609	0.822009	1.60519	1.03086	1.76693	1.16953
CTCF	21.4771	24.4124	19.4176	18.9015	19.2055	22.3249	19.6098	16.6827
CTCFL	0.10806	0.103437	0.0669131	0.248015	0.0660144	0.06336	0.0785249	0.0661712
CTDNEP1	48.4777	56.9	52.471	56.9998	45.789	55.9322	50.9305	53.1699
CTDP1	15.7198	20.3515	21.7223	20.4433	16.3837	19.5386	17.8026	16.0432
CTDSP1	32.8676	40.7117	36.1115	37.4493	35.4129	40.9986	40.4476	41.2862
CTDSP2	28.8953	25.009	51.9295	48.4257	32.0475	29.2046	34.9392	26.5042
CTDSPL	10.2953	10.0819	8.17455	8.03392	7.84504	9.07049	7.56155	7.39399
CTDSPL2	10.7505	8.99148	7.72737	7.30411	9.62823	7.13856	7.15547	6.47835
CTF1	0.0837403	0.106835	0.0888272	0.0948499	0.122733	0.160323	0.155699	0.0334006
CTGF	2.8213	2.40966	2.26961	2.1018	2.80987	2.15695	3.10514	2.17508
CTH	5.72247	4.97578	4.04347	3.73421	5.22621	5.26003	5.34272	5.46348
CTHRC1	4.4992	4.63338	4.08494	5.18247	2.38901	3.32143	2.89244	3.74118
CTIF	6.50739	6.98319	6.88884	6.88391	6.98988	6.89066	7.33496	5.81331
CTLA4	5.76701	5.46127	30.3413	28.7395	5.11492	6.03416	6.03485	6.47302
CTNNA1	197.018	196.575	197.033	167.107	241.977	207.415	242.276	238.786
CTNNA2	0.521962	0.31754	0.384178	0.482638	0.304444	0.275321	0.394427	0.224751
CTNNA3	0	0	0	0	0	0	0	0
CTNNAL1	14.3789	13.5164	14.5434	13.954	10.4247	11.2571	10.0558	12.4286
CTNNB1	617.954	553.58	690.958	674.875	581.035	601.423	573.133	537.633
CTNNBIP1	6.11169	7.63026	6.50633	6.65593	9.01907	8.63761	11.1903	11.0099
CTNNBL1	71.1143	90.9425	104.375	106.205	62.3407	82.9924	75.9431	83.8239
CTNND1	58.776	46.8451	61.9219	51.5167	61.2931	48.2449	61.4694	46.1372
CTNND2	0.0461455	0.044154	0.0326324	0.0261337	0.0591787	0.0220867	0.0772187	0.0920279
CTNS	6.74457	7.31917	7.88999	7.74257	7.14585	7.00222	7.00423	6.68868
CTPS1	56.9957	54.3167	47.946	45.1198	40.5131	54.3017	39.2659	41.7136
CTPS2	6.86976	6.8016	7.83844	7.4177	7.06775	6.74254	7.37626	7.22809
CTR9	29.3159	26.4073	28.796	25.1012	31.5022	29.6977	34.1824	32.824
CTRB1	0	0	0	0	0	0	0	0
CTRB2	0	0	0	0	0	0	0	0
CTRC	0	0	0	0	0	0	0	0
CTRL	1.30086	0.843196	1.42439	1.94874	0.691909	1.36577	0.749014	0.803396
CTSA	152.493	220.14	247.16	253.205	173.037	216.742	202.389	244.426
CTSB	172.533	238.937	234.174	249.976	173.675	225.177	199.078	240.867
CTSC	128.544	130.651	164.014	165.73	78.5592	106.088	78.6791	85.1497
CTSD	398.642	612.132	584.051	633.346	455.9	619.197	571.291	660.941
CTSE	0.344849	0.22991	0.130851	0.0976467	0.165843	0.177361	0.0704261	0.167719
CTSF	24.6863	34.4122	38.1252	43.6562	31.178	40.6946	37.87	43.383
CTSG	0.115009	0.0550228	0	0.0651335	0	0	0	0.0688087
CTSH	126.902	156.323	123.326	134.502	105.146	140.658	117.691	160.424
CTSK	43.6376	48.56	48.9464	50.0862	27.3784	32.1775	26.1478	34.0432
CTSL1	203.811	260.196	423.38	453.081	195.834	247.91	243.39	273.093
CTSL1P2	0	0	0	0	0	0	0	0
CTSL1P8	0	0	0	0	0	0	0	0
CTSL2	3.30731	2.81708	2.87591	3.15533	3.34894	3.40694	2.98301	3.79045
CTSL3P	0	0	0	0	0	0	0	0
CTSO	0.162865	0.198336	0.942315	0.754655	0.260401	0.141731	0.445963	0.38976
CTSS	2.12706	1.59066	14.2933	13.7538	0.783159	1.14657	1.11734	1.35908
CTSW	0.11246	0.0358688	0.0397637	0.0424598	0.123619	0.107653	0.0418194	0.0448557
CTSZ	151.501	245.32	245.414	272.75	173.767	233.796	209.185	246.896
CTTN	201.334	209.548	189.612	180.18	180.444	202.907	177.82	163.847
CTTNBP2	2.85358	2.97076	2.13883	2.71058	3.56622	3.43957	3.44025	2.88858
CTTNBP2NL	5.73421	5.12861	5.2136	5.11917	6.91646	5.13762	6.0661	4.74047
CTU1	9.29216	14.8254	13.2024	16.246	9.62855	16.8924	11.0557	12.4194
CTU2	18.4737	28.1398	20.279	25.2613	15.9814	27.4086	18.1969	20.5437
CTXN1	13.6157	20.9486	22.4849	21.6873	11.2677	17.9956	14.6717	17.0792
CTXN2	0	0	0	0.0183876	0	0	0	0
CTXN3	0	0	0	0	0	0	0	0
CUBN	0.595465	0.517374	0.333969	0.279088	0.297182	0.452081	0.29015	0.249792
CUEDC1	12.7722	16.1967	13.8235	16.9535	13.7689	18.3734	14.604	12.1755
CUEDC2	14.9711	21.2105	21.0571	21.0795	16.0476	18.409	18.4086	21.972
CUL1	43.6648	41.3433	41.8423	39.6422	38.221	39.4579	37.5005	38.3423
CUL2	9.37995	7.51844	10.3198	9.86285	8.4088	7.53252	7.90782	8.91218
CUL3	13.9916	13.6378	11.5823	11.1856	11.7932	13.2427	12.378	11.4421
CUL4A	36.057	36.496	32.4815	33.5749	28.6005	31.4185	27.1428	26.6789
CUL4B	19.2428	15.6969	14.4082	12.7843	20.4501	12.8478	18.4453	16.321
CUL5	11.8039	8.77419	9.58209	8.09556	12.2817	7.42708	9.44625	7.42398
CUL7	16.6951	15.24	18.1376	18.0668	22.961	18.4401	21.8618	16.497
CUL9	6.29805	4.30373	5.57658	5.60582	8.33563	5.91705	6.53429	4.36535
CUTA	184.061	246.415	237.453	245.328	157.533	228.971	193.308	263.827
CUTC	7.41039	8.06511	7.33898	8.47306	7.68246	8.10226	7.71838	10.0018
CUX1	21.031	23.8021	23.0361	24.2116	20.197	25.3753	22.7721	21.486
CUX2	0	0	0.00642208	0	0	0	0	0
CUZD1	0	0	0	0	0	0	0	0
CWC15	23.3941	26.7647	24.1215	24.0736	19.7686	23.3049	21.8202	32.1545
CWC22	8.51952	7.24748	8.14586	7.04775	6.42125	6.84853	7.26362	7.24123
CWC25	5.50258	4.72762	5.71081	5.88546	5.34421	4.97403	6.24736	5.83416
CWC27	20.9093	23.6483	21.3308	21.2587	17.8502	21.9614	19.6354	22.3288
CWF19L1	9.85814	10.4046	10.7926	11.2414	9.44522	10.1541	9.12129	13.0713
CWF19L2	5.10646	3.90635	4.10774	3.59822	5.42559	4.82539	5.62345	5.13641
CWH43	0	0	0	0	0	0	0	0
CX3CL1	2.65691	3.73785	2.06489	2.27939	2.37114	3.23585	1.80481	2.45522
CX3CR1	0	0	0.0147414	0.0157409	0	0	0	0.0166291
CXADR	1.31486	0.787799	1.13554	1.10369	2.28416	1.98716	1.6587	1.38926
CXADRP2	0	0	0	0	0	0	0	0
CXADRP3	0	0	0	0	0	0	0	0
CXCL1	10.2771	12.1268	14.7938	13.4358	4.20232	4.43895	4.87565	4.72896
CXCL10	0	0	50.5461	43.5091	0	0.0775765	0.0452034	0.145456
CXCL11	0	0	13.7968	11.1648	0	0	0	0
CXCL12	0.0590554	0.0224729	0.0626428	0	0.0258171	0	0.0396713	0
CXCL13	0.0410599	0	0.0435541	0	0	0	0	0
CXCL14	0.229483	0.197621	0.31645	0.441877	0.201804	0.0659026	0.332809	0.356973
CXCL16	0.260555	0.468398	1.29748	0.865652	0.378086	0.529653	0.554507	0.895535
CXCL17	0.192092	0	0.0679201	0.0725252	0.140769	0	0	0
CXCL2	0.24636	0.157152	0.174217	0.418565	0.225672	0.15722	0.274834	0.196526
CXCL3	0.476057	0.993844	0.459068	0.637253	0.237862	0.331426	0.675921	0.67321
CXCL5	0	0	0	0	0	0	0	0
CXCL6	0	0	0	0	0	0	0	0
CXCL9	0	0.11577	56.4336	48.4938	0	0.0496375	0	0.0413647
CXCR1	0	0	0	0	0	0	0	0
CXCR2	0	0	0.0174513	0	0	0	0.0183535	0
CXCR2P1	0	0	0	0	0	0	0	0
CXCR3	0.0286828	0.10978	0	0	0	0	0	0
CXCR4	4.8311	5.97307	3.90668	3.2913	3.32222	3.26487	3.46877	4.05395
CXCR5	0	0	0	0	0	0	0	0
CXCR6	0	0	0	0	0	0	0	0
CXCR7	0.492015	0.266094	0.31768	0.2423	0.188118	0.327643	0.0715934	0.204777
CXXC1	13.5277	17.1901	16.2374	18.9859	15.4861	20.2325	16.8462	17.6123
CXXC11	0	0	0	0	0	0	0	0.030519
CXXC1P1	0	0	0	0	0	0	0	0
CXXC4	0.0374341	0.0143274	0.0079416	0	0.0411487	0.0215005	0.0250565	0.0447928
CXXC5	25.4881	30.2651	18.8488	22.3962	25.7788	29.9954	27.005	26.8434
CXorf21	0	0	0	0	0	0	0	0
CXorf22	0	0	0	0	0	0	0	0
CXorf23	1.42597	0.893305	0.956393	0.934326	1.23711	0.899817	0.9559	0.811061
CXorf27	0	0	0	0	0	0	0	0
CXorf28	0	0	0	0	0.0985932	0.0858595	0	0
CXorf30	0	0	0	0	0	0	0	0
CXorf31	0.136896	0.261975	0.580845	0.465171	0.601919	0.131045	0.458154	0.163806
CXorf36	0	0	0	0	0	0	0	0
CXorf38	5.40744	5.17407	7.03521	6.29402	5.35291	4.33744	4.69931	5.18349
CXorf40A	6.6485	6.54219	7.97868	8.22732	8.93673	5.97537	8.46705	10.442
CXorf40B	20.3063	21.9104	23.7167	21.206	22.4797	23.6777	23.4969	28.5201
CXorf48	0	0	0	0.027554	0	0	0	0
CXorf49	0	0	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0	0	0
CXorf56	13.7542	14.7813	15.13	15.7753	14.5147	13.4445	15.343	16.0113
CXorf57	0.33275	0.32321	0.273584	0.148094	0.910238	0.587124	0.9789	0.795288
CXorf58	0	0	0	0.0344628	0.0334455	0	0.0339429	0
CXorf61	0	0	0	0	0	0	0	0
CXorf64	0	0	0	0	0	0	0	0
CXorf65	0.0630004	0.0602815	0.133679	0.214127	0	0.0603078	0	0.0753849
CXorf66	0	0	0	0	0	0	0	0
CYB561	2.62891	2.53659	4.81881	3.53835	2.7715	2.08663	2.51279	2.05584
CYB561D1	3.18748	3.35287	3.76713	3.88269	5.13879	4.12027	5.13169	3.90624
CYB561D2	8.81393	12.2168	16.9511	19.0335	12.8124	13.5627	14.1517	15.8691
CYB5A	26.635	26.741	25.7478	28.3109	24.0694	27.3178	24.005	33.7549
CYB5B	24.3002	23.7804	23.7138	20.235	22.6864	18.8304	23.2881	24.5774
CYB5D1	5.02073	4.7278	4.14222	4.6294	6.36994	6.15754	6.36308	6.19842
CYB5D2	3.022	3.68094	4.34497	2.95413	3.65735	3.05304	5.46389	4.73651
CYB5R1	25.8925	31.1922	27.8256	30.0648	37.2337	35.4858	37.5981	47.8111
CYB5R2	1.14391	1.77863	0.53086	0.607343	0.392943	1.2319	1.07673	0.727162
CYB5R3	84.3563	128.359	115.673	118.197	93.2076	118.941	111.17	120.26
CYB5R4	10.2348	8.52153	8.43696	8.82928	7.93636	7.10122	8.60759	8.80533
CYB5RL	3.76884	2.80611	2.82801	3.32174	3.88973	3.50336	3.33923	2.82764
CYBA	114.449	168.827	175.671	194.448	113.456	162.557	141.202	198.554
CYBASC3	11.127	11.5555	12.3142	11.4191	13.9825	12.5032	16.5567	14.9678
CYBB	0	0	0.0207756	0.0665526	0.0107647	0.00937438	0	0.011718
CYBRD1	10.1823	9.30035	9.61512	10.0315	7.84526	8.91237	7.73644	8.44473
CYC1	349.458	433.067	388.07	412.074	253.686	379.714	300.528	405.813
CYCS	40.8842	43.3709	29.5172	28.2975	33.6312	27.8435	27.6771	39.2452
CYCSP52	0	0	0	0	0	0.444978	0	0
CYFIP1	69.9745	66.2753	66.6621	66.2537	57.7971	67.6843	55.639	51.1838
CYFIP2	0.667011	0.564184	0.795868	0.687411	1.68325	1.19335	1.6874	1.55154
CYGB	71.8476	110.386	96.0705	111.525	65.5076	94.9268	76.671	89.9274
CYHR1	21.4413	28.2909	29.9916	34.5482	33.7827	35.9774	37.9092	37.9527
CYLC1	0	0	0	0	0	0	0	0
CYLC2	0	0	0	0	0	0	0	0
CYLD	1.19115	1.04955	2.61263	2.63395	1.80679	1.23689	1.59791	1.28015
CYMP	0	0	0	0	0	0	0	0
CYP11A1	0.0470226	0.022494	0	0.0266273	0.0258413	0.0225038	0.050308	0.0844024
CYP11B1	0	0	0	0	0	0	0	0.0154123
CYP11B2	0	0	0	0	0	0.0141574	0	0
CYP17A1	0	0	0	0	0	0	0	0
CYP19A1	0	0.0183467	0.0305104	0.0108569	0.0105364	0	0	0.0114695
CYP1A1	1.76685	1.91601	1.16021	1.52476	2.29362	1.96517	1.97107	2.23499
CYP1A2	0	0	0	0	0	0	0	0
CYP1B1	0.0731952	0.178982	0.215671	0.193447	0.554269	0.17906	0.508077	0.321141
CYP1B1-AS1	0	0	0.0278525	0	0	0	0	0
CYP20A1	1.64115	1.60609	1.61395	1.64293	2.53547	1.76783	2.27291	1.91903
CYP21A1P	0	0	4.28036e-12	0.0316129	1.50636e-13	3.86278e-12	4.50164e-12	0
CYP21A2	0	0	0.0235156	0.0870459	0.0731164	0.0212215	0.0247313	0
CYP24A1	0.0659166	0	0.0299156	0.0798633	0.031001	0	0.0147071	0
CYP26A1	0.0211739	0.0810496	0.0449237	0.0479696	0.139668	0.019006	0.0236213	0.177377
CYP26B1	0.84764	0.481287	0.978174	0.780735	0.604103	0.499331	0.540349	0.501561
CYP26C1	0.0597173	0.0571401	0.0633448	0.0338199	0	0	0	0.107185
CYP27A1	38.9804	51.438	46.923	52.7185	35.9415	50.8293	41.993	48.7316
CYP27B1	0.390021	0.254447	0.470128	0.220882	0.662572	0.152735	0.711982	0.615183
CYP27C1	0.629066	0.541725	0.390834	0.346082	0.395136	0.490347	0.340862	0.301091
CYP2A13	0	0	0	0	0	0	0	0
CYP2A6	0	0	0	0	0	0	0	0
CYP2A7	0	0	0	0	0	0	0	0
CYP2B6	0	0	0.0300872	0	0	0	0	0
CYP2B7P1	0	0	0.0158399	0	0.0164146	0	0.0499763	0
CYP2C18	0.0187115	0	0	0	0.0205682	0	0	0
CYP2C19	0	0	0.0341134	0	0	0	0	0
CYP2C8	0.025486	0	0	0	0	0	0.0284317	0
CYP2C9	0	0	0	0	0	0	0	0
CYP2D6	0.125319	0.149886	0.232631	0.461321	0.309948	0.30492	0.139801	0.112463
CYP2D7P1	1.13066	0.580512	1.17009	1.15572	0.970034	0.976743	0.769111	0.890949
CYP2E1	0.13913	0.0532504	0.177098	0.0315177	0	0.0266368	0.0620845	0.0665922
CYP2F1	0	0	0	0	0	0	0	0
CYP2G1P	0	0	0	0	0	0	0	0
CYP2J2	0.368727	0.423377	0.46935	0.389802	0.297232	0.329437	0.301653	0.411797
CYP2R1	5.90534	4.27232	5.01125	4.20904	8.13792	4.99115	6.58789	9.61694
CYP2S1	0.301244	0.272229	0.284038	0.246428	0.607083	0.352451	0.578773	0.720923
CYP2U1	3.79818	3.41401	5.35309	4.88371	3.84419	3.5172	4.03965	3.49602
CYP2W1	0	0	0	0	0	0	0	0.0230826
CYP39A1	0.156739	0.206215	0.187043	0.0887666	0.236902	0.168795	0.109285	0.164107
CYP3A4	0	0	0	0	0	0.0149611	0	0
CYP3A43	0	0	0	0	0	0	0	0
CYP3A5	0	0.0146537	0	0	0	0	0	0.0564177
CYP3A7	0	0	0	0	0	0	0	0
CYP3A7-CYP3AP1	0	0	0	0	0	0	0	0
CYP46A1	0	0	0	0.0245313	0.0238071	0	0	0.0518309
CYP4A11	0	0	0	0	0	0	0	0
CYP4A22	0	0	0	0	0	0	0	0
CYP4B1	0	0	0	0	0	0	0	0
CYP4F11	0	0.0418806	0.0464284	0.0165247	0.0801897	0.041899	0.0488295	0.122207
CYP4F12	0	0	0	0	0.0283065	0	0	0
CYP4F2	0	0	0	0	0	0	0.020955	0
CYP4F22	0.0168201	0	0	0	0	0	0	0
CYP4F24P	0	0	0	0	0	0	0	0
CYP4F3	0	0	0	0	0	0	0	0
CYP4F30P	0	0	0	0	0	0	0	0
CYP4F35P	0.060498	0	0.0802162	0.154179	0	0.0289562	0.0337452	0.054293
CYP4F8	0	0	0.025329	0	0	0	0	0
CYP4V2	1.69127	1.89227	2.30658	2.39202	1.97713	1.68751	1.88675	1.82029
CYP4X1	0	0	0	0.0639178	0	0	0	0.0225081
CYP4Z1	0	0	0	0	0	0	0	0
CYP4Z2P	0	0	0	0	0	0	0	0
CYP51A1	23.4794	22.7993	18.4645	15.6034	19.0388	19.0224	17.6021	20.6915
CYP7A1	0	0	0	0	0	0	0	0
CYP7B1	2.06983	1.50306	1.07818	0.983824	2.05177	1.3445	1.89673	1.12779
CYP8B1	0	0	0	0	0	0	0	0
CYR61	3.02534	3.52569	8.02279	5.71117	6.43793	2.74753	7.03128	4.98919
CYS1	0.0160775	0.0153837	0.102325	0.109263	0.0353458	0.0461711	0.0717431	0.134666
CYSLTR1	0	0	0	0	0	0	0	0
CYSLTR2	47.4883	43.9854	29.2424	34.3926	25.6544	37.9732	22.82	23.2582
CYSTM1	103.46	148.127	144.168	163.78	96.4382	122.07	111.424	161.365
CYTH1	11.1084	11.0148	15.0226	14.0097	14.2104	12.3392	14.885	13.7275
CYTH2	16.3671	23.9682	24.4642	27.565	25.1814	25.9659	25.5969	24.4556
CYTH3	38.154	38.632	38.4471	37.3509	35.2617	37.5002	34.6688	32.9575
CYTH4	0.0412892	0.0263382	0.0145991	0.0311779	0	0.0263497	0.0460615	0.0164686
CYTIP	0	0	0	0	0	0	0	0
CYTL1	9.22895	11.3608	10.1745	8.51535	8.20699	7.54409	5.89976	9.92644
CYYR1	0	0	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0	0	0
D2HGDH	5.28205	5.47663	6.66585	7.15628	6.94504	7.91776	7.27571	5.36522
DAAM1	2.90446	2.26522	1.66413	1.88102	2.95186	1.99561	2.53852	2.21547
DAAM2	30.8953	27.6126	65.9998	64.2286	18.9406	23.0813	18.0973	14.4881
DAB1	0	0	0	0	0.0374341	0	0	0
DAB2	42.9301	40.6833	47.4583	43.7015	30.5603	35.3309	30.9269	27.6089
DAB2IP	12.3846	14.5079	14.9988	16.4531	11.679	14.3569	13.1626	10.0509
DACH1	0	0	0	0.0411933	0.0199873	0	0.0202846	0.0108771
DACH2	0	0	0	0	0	0	0	0
DACT1	2.27446	1.63278	2.18232	1.74495	1.7899	1.49609	2.15126	1.65195
DACT2	0	0.0141199	0.0313064	0.0501435	0.0162211	0	0	0
DACT3	5.50181	7.39659	4.92312	5.90099	7.65262	9.20932	8.93227	8.86362
DACT3-AS1	0.0744161	0	0.0789365	0	0.0818005	0	0.243987	0.0445224
DAD1	129.912	144.302	161.419	152.364	129.02	147.223	137.6	196.584
DAG1	60.2008	69.0367	52.8185	52.3701	84.496	77.5038	90.1066	73.3194
DAGLA	6.01181	6.90283	5.46271	5.09473	7.07812	7.06532	7.03796	4.88818
DAGLB	6.54469	6.70437	6.41455	6.14045	7.71538	6.76142	8.82767	9.20878
DAK	3.43339	3.96327	4.36187	5.01938	5.62822	4.69112	6.29093	5.68477
DALRD3	9.24423	11.8938	14.4565	14.9922	11.428	14.3074	12.5566	12.749
DANCR	53.9334	49.4072	44.8198	36.5085	40.9735	48.4512	45.3567	55.2943
DAND5	0.0798719	0	0.112965	0	0.0292659	0.0764584	0	0.0955731
DAO	0.0585392	0	0	0	0	0	0	0.0350234
DAOA	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0
DAP	50.6369	60.9043	59.9823	56.9685	57.036	61.6744	63.9497	61.7017
DAP3	87.3752	91.9427	92.3009	85.0931	77.2006	80.4251	85.5156	100.024
DAPK1	10.5573	9.05463	9.011	7.85013	8.73649	8.90414	9.04643	7.02562
DAPK2	0.400487	0.303369	0.531018	0.661526	0.311828	0.25558	0.186157	0.259574
DAPK3	17.9641	25.0687	32.5886	35.3782	21.3649	27.3262	27.7995	27.7756
DAPL1	0	0	0	0	0	0	0	0
DAPP1	0	0.014146	0.0313641	0	0	0	0	0
DARC	0.0224972	0.0430597	0.0238638	0	0	0	0.0440445	0.0269197
DARS	26.0861	27.8882	23.5323	23.9148	22.0316	22.5364	19.7564	20.8247
DARS2	32.9009	31.6284	30.0111	26.4336	32.0878	30.7084	31.133	30.7053
DAW1	0.0833624	0	0	0.0314739	0	0	0	0
DAXX	57.3365	68.7135	57.1377	55.9356	39.3705	57.6091	44.2422	50.4857
DAZ1	0	0	0	0	0	0	0	0
DAZ2	0	0	0	0	0	0	0	0
DAZ3	0	0	0	0	0	0	0	0
DAZ4	0	0	0	0	0	0	0	0
DAZAP1	80.4113	111.157	86.6137	92.6082	70.1081	92.2636	74.669	78.1847
DAZAP2	91.7811	102.313	101.909	105.753	72.6283	85.6809	74.3613	86.0191
DAZL	0.0141945	0	0	0	0	0	0	0
DBC1	0	0.0129118	0	0	0	0	0	0
DBF4	13.0641	11.4273	11.294	9.90183	9.16676	8.5977	7.82141	9.86132
DBF4B	20.9881	20.3361	19.3946	20.6105	17.5434	19.8103	19.3402	15.6821
DBH	0	0	0	0	0	0	0	0
DBI	269.392	347.804	361.556	377.314	243.992	275.072	258.85	356.245
DBIL5P	0.187555	0.17946	0.137733	0.179754	0.158589	0.165728	0.209232	0.276214
DBIL5P2	0.0547022	0	0	0.0309797	0	0	0	0
DBN1	57.5274	76.9536	67.8722	69.1479	46.3202	69.4166	54.4664	52.1077
DBNDD1	20.5391	28.3603	34.6577	37.1984	16.9503	23.9363	20.2105	22.5542
DBNDD2	23.5326	30.8764	26.5785	31.8555	11.4992	21.6072	12.8963	17.8351
DBNL	55.6902	75.3323	67.0335	74.1663	49.4415	64.6091	54.5324	63.2325
DBP	8.20637	10.9389	9.93555	9.26303	7.18545	12.6774	9.94409	12.5623
DBR1	9.72757	9.30776	10.1287	8.97293	8.60077	9.12497	8.71055	9.32352
DBT	1.10481	0.941276	1.02342	1.08853	1.18116	0.934444	1.12276	1.05487
DBX1	0	0	0	0	0	0	0	0
DBX2	0.0160582	0.0460955	0.0170336	0	0	0	0	0.0384297
DCAF10	3.523	3.04683	3.00176	2.89834	3.94133	2.96335	3.72671	3.05565
DCAF11	11.0416	13.7463	14.8278	15.7235	13.517	14.7049	16.9063	15.882
DCAF12	15.7392	15.6054	15.9179	13.7163	14.8587	14.5655	14.4179	14.7826
DCAF12L1	0	0	0	0	0	0	0	0
DCAF12L2	0	0.016162	0.0716682	0.0573956	0.0185671	0	0	0
DCAF13	71.2346	60.3947	55.4918	54.2726	49.7515	55.4959	46.8069	61.7836
DCAF13P3	0.108776	0.0346939	0.0384613	0	0.0398568	0.0173546	0.101124	0.0216932
DCAF15	42.4733	55.8355	55.1396	61.6489	40.4643	57.6917	43.9272	44.6616
DCAF16	13.0359	11.32	10.6413	9.76652	13.9625	10.5173	12.567	9.75181
DCAF17	4.59502	3.42237	2.89609	2.57009	4.29961	3.36237	3.43181	2.77147
DCAF4	8.4072	8.79651	6.66881	7.92768	5.6936	8.08158	6.15322	6.84351
DCAF4L1	0.176292	0.0674736	0.0654504	0.0599041	0.106582	0.00843789	0.108168	0.0843791
DCAF4L2	0	0	0	0	0	0	0	0
DCAF5	6.66536	6.16467	6.35437	6.04443	8.1604	6.73348	7.66084	6.62693
DCAF6	19.5242	19.1087	17.8361	15.6254	22.2459	16.9896	21.712	21.5686
DCAF7	51.3545	44.4969	50.0362	49.4675	47.4149	46.8229	46.2192	34.6485
DCAF8	32.9073	31.7026	31.2307	34.8228	39.3112	37.2456	36.8063	32.6106
DCAF8L1	0	0	0	0	0	0	0	0
DCAF8L2	0.0673027	0.257592	0.190376	0.152463	0.0739812	0.107377	0.0250272	0.0536886
DCAKD	15.2695	19.2017	16.7652	14.7433	21.8209	20.9362	22.7182	23.4721
DCBLD1	3.40953	4.07251	2.67	3.0843	4.45216	3.68	3.47175	3.12144
DCBLD2	27.0584	24.0674	17.1835	16.5695	40.8615	28.5758	36.3799	31.6583
DCC	0	0	0	0.00454526	0	0	0	0
DCD	0	0	0	0	0	0	0	0
DCDC1	0.0528964	0	0.0280548	0	0	0	0.0590103	0.0316474
DCDC2	0.0821659	0.131036	0.0758691	0.0930666	0.0884493	0.0873941	0.030551	0.109243
DCDC2B	0	0	0	0	0	0	0	0
DCDC5	0	0	0	0	0	0	0	0
DCHS1	3.16738	2.91777	3.31537	3.38493	3.49843	4.07791	3.24893	2.42343
DCHS2	0	0	0	0	0	0	0	0
DCK	10.2438	9.72111	8.23891	8.41586	8.7786	8.98346	7.23636	8.18513
DCLK1	16.6515	15.6408	14.1051	14.1189	12.4692	11.2234	10.7687	8.90593
DCLK2	0.503444	0.815538	0.473702	0.49313	0.687875	0.93512	0.646222	0.477481
DCLK3	0	0	0	0	0	0	0	0.00936826
DCLRE1A	3.7183	2.67783	2.26681	2.23461	3.38031	2.84763	2.84762	2.75737
DCLRE1B	9.61925	10.7435	8.318	8.19386	8.59506	10.7482	8.00751	8.0504
DCLRE1C	5.79181	5.26148	4.98477	5.22721	4.26653	4.46272	3.80588	4.39811
DCN	0.182964	0.104417	0.0891444	0.0951886	0.106848	0.0402522	0.0703139	0.0251377
DCP1A	7.76997	5.97024	8.66801	7.52224	8.38113	7.06003	7.67917	5.94966
DCP1B	5.34945	5.28304	5.05911	5.47513	4.01465	4.64782	4.86527	5.39847
DCP2	6.02038	3.22923	3.72189	3.1613	5.43646	2.93512	4.0848	3.05212
DCPS	36.7105	59.197	48.6841	55.6102	34.865	51.4102	41.4177	45.2674
DCST1	0.0803341	0.0960839	0.042607	0.0682437	0.132459	0.096126	0.0448094	0.0240315
DCST2	0	0	0	0	0.0401841	0	0	0
DCSTAMP	0	0	0	0	0	0.0308094	0	0
DCT	1152.24	1081.69	816.047	1013.03	733.201	1092.19	631.018	546.985
DCTD	27.9213	27.1678	26.2544	27.2736	24.7616	26.3573	24.9285	26.999
DCTN1	52.1111	59.8663	54.2018	53.6303	52.836	61.343	58.639	55.2152
DCTN1-AS1	0	0	0	0	0	0	0	0
DCTN2	37.5602	43.7433	46.3319	47.0671	40.2596	44.537	44.7455	50.8668
DCTN3	33.4418	34.6996	39.2596	46.8001	36.0265	40.5454	35.003	58.421
DCTN4	25.4454	21.3664	22.9498	20.4467	25.7798	19.9464	24.7655	23.3857
DCTN5	21.11	15.8821	18.0872	17.3641	19.8371	18.3496	18.8105	18.5641
DCTN6	32.0517	36.0856	34.2824	39.283	27.637	28.9323	23.3734	31.5781
DCTPP1	70.9968	80.4716	68.4545	85.2955	39.3663	78.8313	42.1046	73.4615
DCUN1D1	10.8482	10.3669	8.03466	7.53997	11.3073	7.06725	9.15292	8.62101
DCUN1D2	5.14747	3.7624	4.11028	4.01648	4.95098	4.2431	4.45038	4.94459
DCUN1D3	3.24645	3.28053	5.18157	5.84219	4.33568	3.04961	4.78942	3.43082
DCUN1D4	5.18825	4.89659	3.79355	3.74216	5.46008	3.19575	4.10563	4.4406
DCUN1D5	6.95169	6.70992	6.80648	6.98496	5.84911	6.17313	6.40428	7.80459
